timestamp,src_ip,dst_ip,protocol,bytes,Label,model_score,attack_type,country,lat,lon
2025-08-23 12:02:35.665950,17.65.5.58,210.150.189.238,ICMP,3596,Benign,0.4991969661845624,None,ZA,-26.947741434638665,18.407116401791477
2025-08-23 12:02:50.665950,69.155.61.169,33.230.231.18,TCP,7427,Attack,0.7511531685616403,WebAttack,IN,17.900169295257903,77.72413899546417
2025-08-23 12:03:05.665950,197.81.217.212,73.160.159.189,TCP,2916,Benign,0.46090608002516686,None,ZA,-31.71620896398607,21.871105490659765
2025-08-23 12:03:20.665950,169.176.218.177,182.16.18.219,UDP,3014,Benign,0.1127169729663547,None,CN,39.356046575017885,101.6043681989388
2025-08-23 12:03:35.665950,204.70.250.131,70.226.119.101,UDP,3221,Benign,0.09638132795525724,None,ZA,-29.440715301811384,25.51863684975636
2025-08-23 12:03:50.665950,10.97.88.35,34.83.152.196,HTTP,14507,Benign,0.054182726279629105,None,US,41.477928397629015,-97.46955478687767
2025-08-23 12:04:05.665950,208.1.123.24,74.201.87.85,TCP,373,Benign,0.10146194896280039,None,JP,33.572170660559586,136.16682493019854
2025-08-23 12:04:20.665950,74.165.21.154,11.90.143.218,UDP,6744,Benign,0.08302487857288822,None,US,38.8519761751836,-96.78346123929248
2025-08-23 12:04:35.665950,171.182.38.219,189.252.221.127,UDP,5051,Benign,0.292968661902301,None,ZA,-31.01958858095108,22.424751295995346
2025-08-23 12:04:50.665950,157.238.229.20,113.79.6.16,TCP,1280,Benign,0.3492360936932924,None,BR,-16.344736893357435,-54.57058371966703
2025-08-23 12:05:05.665950,219.40.181.148,227.249.15.168,ICMP,6296,Benign,0.06416496003462478,None,IN,16.413575935815235,76.7612447692714
2025-08-23 12:05:20.665950,108.146.83.227,254.11.34.241,TCP,7191,Benign,0.14579472589101625,None,IN,19.323753603091014,80.20815322432783
2025-08-23 12:05:35.665950,111.65.157.53,21.177.170.228,TCP,7877,Benign,0.32890154200084754,None,JP,39.58572049896108,141.11702963556553
2025-08-23 12:05:50.665950,34.149.66.134,240.16.31.41,HTTPS,589,Benign,0.07889360871097412,None,CN,36.04793366390124,102.73969530113564
2025-08-23 12:06:05.665950,207.26.9.73,134.215.26.148,DNS,14663,Benign,0.5035839681611505,None,IN,24.035727283933443,80.53332400100705
2025-08-23 12:06:20.665950,225.95.47.70,153.65.136.92,HTTPS,2723,Benign,0.1172817195832076,None,DE,51.6475522855738,15.145262472732448
2025-08-23 12:06:35.665950,233.186.99.59,181.60.165.3,TCP,8512,Benign,0.45756193699493064,None,AU,-27.211769323969907,130.02338833088925
2025-08-23 12:06:50.665950,252.1.156.196,212.197.102.225,TCP,8891,Benign,0.41746588301387977,None,IN,23.794047533079308,79.96700961851587
2025-08-23 12:07:05.665950,65.82.153.217,55.0.100.198,HTTP,2437,Benign,0.2521445793925831,None,US,40.33081535166974,-96.10803292611376
2025-08-23 12:07:20.665950,10.52.78.59,45.225.174.207,UDP,8336,Benign,0.3467750810529217,None,ZA,-28.195402918931507,22.614550550203507
2025-08-23 12:07:35.665950,150.178.47.149,237.25.120.142,TCP,3610,Benign,0.5567665524840825,None,IN,17.929179572198574,82.61484963256694
2025-08-23 12:07:50.665950,123.247.21.100,250.181.198.46,UDP,937,Benign,0.36918150043690756,None,IN,23.19689072403626,85.49651111478386
2025-08-23 12:08:05.665950,98.157.24.237,122.30.215.59,TCP,12508,Benign,0.2791365348761541,None,IN,23.272223188860497,79.93006604515891
2025-08-23 12:08:20.665950,28.192.112.45,223.28.105.224,HTTPS,2643,Benign,0.40743029500678635,None,ZA,-29.875582139108662,22.199230803166003
2025-08-23 12:08:35.665950,68.6.48.137,17.141.231.164,TCP,2480,Attack,0.6232732081114306,Botnet,IN,18.582694785475546,81.83094842298587
2025-08-23 12:08:50.665950,164.82.128.138,186.239.23.109,HTTP,3560,Benign,0.3335666973539211,None,CN,35.78497792821847,106.72620658113371
2025-08-23 12:09:05.665950,164.72.236.46,191.245.90.25,TCP,6110,Benign,0.264973830225358,None,ZA,-29.071772131904392,15.343507135245446
2025-08-23 12:09:20.665950,106.159.31.6,187.31.115.82,UDP,4694,Benign,0.08778232168122654,None,US,40.38642504984133,-98.60820666827334
2025-08-23 12:09:35.665950,176.165.144.74,110.145.36.26,UDP,7619,Benign,0.5752157357941906,None,AU,-23.79729315473059,132.61620159978267
2025-08-23 12:09:50.665950,114.26.53.178,137.251.226.64,TCP,1683,Benign,0.40428211934903374,None,DE,53.730614769132266,11.59011707454175
2025-08-23 12:10:05.665950,163.243.250.85,72.147.181.106,DNS,2713,Attack,0.547962042169328,Infiltration,BR,-15.821116633429803,-52.48097484088137
2025-08-23 12:10:20.665950,127.152.155.111,86.210.157.53,HTTP,4479,Benign,0.3542824355776972,None,IN,17.712310947599654,78.644471723187
2025-08-23 12:10:35.665950,15.131.92.123,92.98.234.191,HTTPS,22433,Benign,0.4171031708060648,None,BR,-14.293847003430605,-54.48963827838325
2025-08-23 12:10:50.665950,73.154.153.147,11.30.176.240,HTTPS,4487,Attack,0.6810705214260466,BruteForce,IN,19.775642102825334,81.10358765527347
2025-08-23 12:11:05.665950,248.91.16.43,231.99.221.87,UDP,11709,Benign,0.4326867678562424,None,US,41.76461603289037,-93.6348733355938
2025-08-23 12:11:20.665950,121.40.169.178,147.139.14.159,HTTPS,5068,Benign,0.34717905829407064,None,ZA,-33.28624597414702,20.356984152354894
2025-08-23 12:11:35.665950,212.236.167.39,171.100.164.207,TCP,3337,Benign,0.03902327519923201,None,US,42.350954685444194,-102.79116506944092
2025-08-23 12:11:50.665950,113.244.150.111,29.113.106.154,TCP,4034,Benign,0.4451338590052547,None,AU,-21.915969726133085,133.86000965948242
2025-08-23 12:12:05.665950,224.179.46.63,108.129.83.15,TCP,4295,Benign,0.1513574247331893,None,US,39.80076241065572,-98.68596698310579
2025-08-23 12:12:20.665950,225.248.109.69,244.131.213.50,TCP,7965,Attack,0.8455533755341779,DoS,IN,20.751840313953263,82.41279835836109
2025-08-23 12:12:35.665950,43.175.33.40,166.22.58.90,UDP,14760,Benign,0.2942560390345112,None,AU,-27.218866253075383,130.11241514286442
2025-08-23 12:12:50.665950,203.60.177.195,115.74.155.248,TCP,6553,Benign,0.3663024948594578,None,IN,19.243347752564837,77.2861344749277
2025-08-23 12:13:05.665950,62.57.160.75,194.122.135.157,HTTPS,12703,Benign,0.6674308920608222,None,AU,-26.32084170161421,127.35689028219946
2025-08-23 12:13:20.665950,16.81.93.48,139.228.17.183,UDP,2271,Benign,0.12297821597686924,None,FR,49.80735016959483,6.324950908635468
2025-08-23 12:13:35.665950,247.137.81.38,254.49.141.118,TCP,3527,Benign,0.3304205956732435,None,IN,20.420323035473068,79.6516338849701
2025-08-23 12:13:50.665950,127.18.163.187,202.226.136.227,UDP,2753,Benign,0.40360206942613897,None,BR,-17.50543239160002,-53.29029874194239
2025-08-23 12:14:05.665950,63.76.247.174,139.190.107.204,TCP,6320,Benign,0.23168625451913935,None,IN,21.23838585528001,74.93318556422648
2025-08-23 12:14:20.665950,131.201.101.65,67.180.166.78,HTTPS,3687,Benign,0.5541673014893483,None,IN,22.66572531155569,75.20857182546825
2025-08-23 12:14:35.665950,247.119.90.238,184.155.74.39,TCP,8811,Benign,0.6513115984074744,None,GB,53.936471576696015,-0.7571993006258262
2025-08-23 12:14:50.665950,8.178.237.234,25.20.137.171,DNS,2333,Benign,0.3365157373652211,None,IN,24.273033599317476,75.57772486319787
2025-08-23 12:15:05.665950,209.72.252.134,15.210.47.86,HTTP,5086,Benign,0.08921466287216026,None,IN,22.543771668164744,79.21201626944571
2025-08-23 12:15:20.665950,107.88.38.113,149.187.115.236,TCP,8514,Benign,0.08578162374759936,None,JP,33.577178175280366,144.4288345834051
2025-08-23 12:15:35.665950,188.27.96.182,224.49.150.141,TCP,941,Benign,0.3096400210783673,None,JP,34.821417969009,137.25723713116554
2025-08-23 12:15:50.665950,37.136.81.56,69.3.219.78,HTTPS,26830,Attack,0.8848425465645193,DoS,FR,46.76556570356153,-0.6843333319231366
2025-08-23 12:16:05.665950,187.84.1.189,200.8.120.115,HTTP,3918,Benign,0.5087701406279678,None,CN,31.73452690493348,105.34602161635829
2025-08-23 12:16:20.665950,58.106.122.188,163.100.148.186,HTTP,972,Benign,0.28950626474935837,None,BR,-13.359108156323463,-55.57737522234518
2025-08-23 12:16:35.665950,230.249.167.164,146.96.199.243,HTTP,5577,Benign,0.24360635179347317,None,CN,31.496043931863376,109.35995359098821
2025-08-23 12:16:50.665950,114.251.106.37,241.80.42.95,TCP,5048,Benign,0.3143175418310727,None,DE,53.758583638911276,14.610859005585006
2025-08-23 12:17:05.665950,79.91.17.98,226.5.213.206,UDP,4603,Benign,0.2767856616082314,None,ZA,-28.33181578802073,22.407485143139066
2025-08-23 12:17:20.665950,63.149.138.186,67.139.99.12,TCP,10861,Benign,0.20010681604189232,None,US,41.06195340228767,-101.29187954427266
2025-08-23 12:17:35.665950,185.204.3.214,237.65.1.143,HTTPS,8937,Benign,0.6212837193762979,None,CN,34.21030408911922,102.92269038167392
2025-08-23 12:17:50.665950,135.60.106.54,151.156.80.224,ICMP,6237,Benign,0.31283839792126084,None,ZA,-30.174492938466155,22.013003163743715
2025-08-23 12:18:05.665950,88.67.219.207,135.221.155.142,TCP,7045,Benign,0.09072331900740355,None,BR,-15.483443718786623,-50.7492986048788
2025-08-23 12:18:20.665950,129.54.2.206,172.157.208.160,TCP,4521,Benign,0.27174658510212185,None,ZA,-33.177038193625165,26.018896987903346
2025-08-23 12:18:35.665950,166.241.120.129,238.69.114.88,TCP,20340,Attack,0.8978007637830253,PortScan,IN,19.753142470571476,75.79046210772424
2025-08-23 12:18:50.665950,102.37.84.240,6.26.81.88,TCP,1505,Benign,0.3439142782045905,None,IN,22.34566384123024,81.93272869602824
2025-08-23 12:19:05.665950,157.132.240.202,229.119.23.102,HTTP,5495,Benign,0.17540766417557763,None,AU,-25.1904645179206,135.6530568384339
2025-08-23 12:19:20.665950,92.20.241.199,34.167.46.207,ICMP,5177,Benign,0.6206849372156791,None,IN,24.22677481033606,77.37663152758019
2025-08-23 12:19:35.665950,195.108.46.84,203.213.245.24,HTTPS,9420,Benign,0.40081535489842207,None,GB,55.91445134870069,-5.260135687031031
2025-08-23 12:19:50.665950,83.34.195.69,65.17.43.76,UDP,2502,Benign,0.12836461012055375,None,US,41.446727034764045,-98.2513018481223
2025-08-23 12:20:05.665950,129.195.139.188,57.106.155.232,TCP,1218,Benign,0.0942934736723874,None,GB,49.97768362638599,-5.178765451106252
2025-08-23 12:20:20.665950,27.55.233.23,124.198.150.213,HTTP,5571,Attack,0.8692993073424229,PortScan,CN,35.187103674611805,107.27104254748782
2025-08-23 12:20:35.665950,153.20.60.63,162.138.213.234,HTTP,6154,Benign,0.03530683377946363,None,IN,17.9390689739145,75.52835168360339
2025-08-23 12:20:50.665950,122.51.87.153,163.115.92.42,UDP,16182,Benign,0.5738321878925388,None,FR,45.74249280094024,3.843118579489432
2025-08-23 12:21:05.665950,237.54.45.32,28.122.209.206,HTTP,1778,Benign,0.25437809668269923,None,BR,-15.933190309807891,-52.14184909444524
2025-08-23 12:21:20.665950,55.95.132.36,210.219.23.136,UDP,12378,Benign,0.10076761951413787,None,US,38.85598761735515,-100.2818746531256
2025-08-23 12:21:35.665950,110.233.176.106,106.117.236.53,UDP,32660,Benign,0.2705046895621586,None,CN,38.552906830934624,103.89150548104213
2025-08-23 12:21:50.665950,58.38.79.97,200.131.218.100,UDP,3632,Benign,0.08928492262440406,None,CN,37.08812482251459,107.43994950890261
2025-08-23 12:22:05.665950,113.212.60.137,5.224.48.98,TCP,1749,Benign,0.4530750969171134,None,IN,23.117786072454088,75.32322777301863
2025-08-23 12:22:20.665950,6.242.108.35,30.71.102.63,TCP,3548,Attack,0.9012438905436297,Infiltration,GB,49.998292227460034,-3.2364696655754503
2025-08-23 12:22:35.665950,39.149.168.118,175.25.184.37,TCP,4970,Benign,0.3913018872076948,None,IN,20.74493674153916,76.64476930593844
2025-08-23 12:22:50.665950,5.169.86.209,226.6.126.168,ICMP,7715,Benign,0.2898198737943556,None,IN,23.016762453491502,78.78414859935386
2025-08-23 12:23:05.665950,76.214.207.195,92.166.189.103,TCP,3062,Benign,0.34614832211650626,None,FR,49.96573978721789,0.1459573224620372
2025-08-23 12:23:20.665950,158.56.126.214,220.254.205.53,UDP,17054,Benign,0.22593396740578447,None,BR,-18.070220974231233,-57.20424372715984
2025-08-23 12:23:35.665950,201.28.238.165,242.229.131.234,HTTPS,2014,Benign,0.4119927400911868,None,ZA,-31.478709090402926,19.734587359202912
2025-08-23 12:23:50.665950,87.140.159.46,210.107.111.153,TCP,1222,Benign,0.4036391370717513,None,US,42.3855666850119,-93.68673494438566
2025-08-23 12:24:05.665950,116.238.111.151,7.229.155.197,UDP,11912,Benign,0.29667512124934164,None,IN,20.119304217971386,79.64018463385882
2025-08-23 12:24:20.665950,45.144.246.104,67.107.222.111,HTTP,796,Benign,0.5218719013620511,None,US,37.523955814575686,-97.96291383857576
2025-08-23 12:24:35.665950,85.193.228.134,234.249.147.83,TCP,4174,Benign,0.4522257014725657,None,GB,50.12500205375998,-2.847837170025915
2025-08-23 12:24:50.665950,108.17.93.150,240.123.138.104,TCP,59524,Benign,0.11925236182067946,None,DE,48.82824616334209,10.245123727672492
2025-08-23 12:25:05.665950,246.32.157.209,67.214.6.151,TCP,4867,Attack,0.990769209532324,BruteForce,GB,49.777745828590675,-3.28943576849414
2025-08-23 12:25:20.665950,126.234.159.170,189.198.109.34,TCP,2004,Benign,0.09304764684989654,None,IN,20.746151142085065,80.4807855931232
2025-08-23 12:25:35.665950,243.205.121.138,106.146.57.9,HTTPS,4694,Benign,0.1597010593220635,None,AU,-23.05922453555335,134.10242656277813
2025-08-23 12:25:50.665950,239.251.114.164,48.114.209.41,HTTPS,4719,Benign,0.3441643011493747,None,CN,32.74756310272849,100.68619536952416
2025-08-23 12:26:05.665950,162.200.233.28,48.172.233.25,ICMP,5588,Benign,0.6918342429141433,None,ZA,-29.95567564697237,23.661173509312576
2025-08-23 12:26:20.665950,11.205.166.247,116.77.107.25,HTTPS,8348,Benign,0.2877407941270993,None,US,41.91317757361466,-105.97622576981465
2025-08-23 12:26:35.665950,47.245.126.147,147.38.118.79,HTTPS,2140,Attack,0.5990022955057938,Botnet,CN,35.893229182879125,105.44157759903337
2025-08-23 12:26:50.665950,118.142.125.156,80.26.103.74,TCP,18959,Benign,0.3808834221904488,None,GB,49.973264262706884,-6.228070570509564
2025-08-23 12:27:05.665950,152.71.106.253,191.67.242.147,HTTPS,5979,Benign,0.35121704819392097,None,CN,36.86552888665626,103.91183474148977
2025-08-23 12:27:20.665950,137.174.32.190,28.212.122.239,UDP,8790,Benign,0.17065507054966808,None,US,39.66338263808882,-102.18388280958857
2025-08-23 12:27:35.665950,225.18.194.74,206.160.239.138,HTTPS,2973,Benign,0.20750641932313021,None,ZA,-30.99126162150214,22.90846959859929
2025-08-23 12:27:50.665950,168.174.233.193,83.29.21.3,HTTPS,13754,Benign,0.3666008861979634,None,IN,19.23290688559884,80.63483555782867
2025-08-23 12:28:05.665950,157.177.97.243,101.104.209.203,TCP,4001,Benign,0.21472633340287525,None,IN,20.816968565685105,83.40848125574874
2025-08-23 12:28:20.665950,141.245.128.162,176.1.203.54,TCP,6136,Attack,0.7419406749965687,Infiltration,FR,47.4745447711174,-2.4240729650344353
2025-08-23 12:28:35.665950,93.175.238.205,6.106.250.168,TCP,2329,Benign,0.21510735130049946,None,CN,41.87662033583962,107.12641886701341
2025-08-23 12:28:50.665950,48.176.244.64,236.220.122.222,UDP,2213,Benign,0.3967467696076342,None,GB,54.28083017096801,-1.6065418838675853
2025-08-23 12:29:05.665950,61.156.38.128,2.200.110.2,HTTPS,8523,Benign,0.13755557793917875,None,IN,24.377852900031684,77.54799854152613
2025-08-23 12:29:20.665950,88.25.16.71,93.224.201.226,HTTPS,3446,Benign,0.20443742157602793,None,DE,52.0943877085672,12.679569515178379
2025-08-23 12:29:35.665950,13.68.25.49,236.182.199.101,TCP,2482,Benign,0.6425903683606577,None,CN,35.65117918088062,103.49222544674438
2025-08-23 12:29:50.665950,195.6.57.49,246.187.96.111,UDP,2937,Benign,0.4042513948233303,None,IN,20.971368819278233,81.05259154920205
2025-08-23 12:30:05.665950,103.52.192.241,6.235.126.104,UDP,8596,Benign,0.14116363873541438,None,ZA,-33.65434092423128,19.923190860616014
2025-08-23 12:30:20.665950,62.16.170.25,237.146.223.155,TCP,2971,Benign,0.31958675214274634,None,AU,-24.535349323119906,131.90100890311115
2025-08-23 12:30:35.665950,251.252.130.207,1.234.243.33,TCP,4473,Benign,0.15129222160990785,None,FR,41.21983733794657,5.030800158383799
2025-08-23 12:30:50.665950,29.116.234.160,254.39.31.197,TCP,4974,Benign,0.670423315541997,None,US,37.64333410527867,-94.14379842928872
2025-08-23 12:31:05.665950,26.123.143.25,17.125.7.57,HTTPS,1060,Attack,0.6626371826030342,BruteForce,ZA,-30.325392267165476,22.79490430254145
2025-08-23 12:31:20.665950,54.155.72.120,42.97.136.120,TCP,1514,Benign,0.13627982368439778,None,US,42.78495568294711,-106.96186677606734
2025-08-23 12:31:35.665950,56.64.92.249,87.162.241.199,UDP,6431,Benign,0.3773196881583593,None,IN,24.176560992495986,78.30285215217464
2025-08-23 12:31:50.665950,86.79.168.243,207.180.53.84,HTTP,2725,Benign,0.17990192674186023,None,US,39.20863355089766,-98.5027216465327
2025-08-23 12:32:05.665950,108.178.117.233,242.24.66.252,UDP,11445,Attack,0.8515259986729612,DoS,US,40.1892932988261,-99.29832013007952
2025-08-23 12:32:20.665950,199.205.156.83,190.182.173.152,DNS,10651,Attack,0.764738925556761,DoS,JP,38.66090617395507,139.3090156849966
2025-08-23 12:32:35.665950,147.193.168.173,226.45.21.139,DNS,8737,Benign,0.49819215747386936,None,CN,32.5762660695177,102.76927021720803
2025-08-23 12:32:50.665950,15.130.138.181,176.7.38.235,TCP,21074,Benign,0.12175828384115588,None,ZA,-29.58813123671124,25.41661258203408
2025-08-23 12:33:05.665950,174.29.56.232,163.48.45.38,UDP,4598,Benign,0.11517740819635747,None,IN,18.53026783158548,75.39986018180687
2025-08-23 12:33:20.665950,146.178.127.48,136.53.164.219,TCP,8259,Benign,0.29951810064127266,None,FR,45.7704373883082,5.910546122062423
2025-08-23 12:33:35.665950,194.223.135.22,92.39.33.96,TCP,3079,Benign,0.4057130031385227,None,ZA,-31.74755812623579,27.550236471883277
2025-08-23 12:33:50.665950,6.203.238.185,79.235.126.17,TCP,34957,Benign,0.06085023381876421,None,AU,-24.211604682379633,131.0608207858191
2025-08-23 12:34:05.665950,104.35.78.220,161.174.109.52,ICMP,24026,Benign,0.3987983792989431,None,GB,55.37575918502272,-4.740799476809189
2025-08-23 12:34:20.665950,116.56.48.173,118.207.220.9,UDP,4961,Benign,0.35241380518170606,None,IN,22.827696693493493,80.13208594133259
2025-08-23 12:34:35.665950,82.65.76.45,33.187.112.221,TCP,6696,Benign,0.3761575603916306,None,GB,54.87049707116112,-5.561661229228668
2025-08-23 12:34:50.665950,246.78.19.192,205.148.185.85,TCP,14580,Benign,0.1792291073063215,None,IN,21.029134424922244,77.42219138669304
2025-08-23 12:35:05.665950,221.122.233.221,197.9.5.248,HTTPS,4368,Benign,0.5210868024465314,None,CN,40.535059501096505,107.50758086936804
2025-08-23 12:35:20.665950,67.82.2.182,115.120.140.65,TCP,2906,Benign,0.08340996552147698,None,CN,32.08910232450705,106.4128202934309
2025-08-23 12:35:35.665950,206.63.39.59,20.56.238.46,TCP,9889,Benign,0.32194647797841247,None,CN,40.139024650323094,110.14058902506878
2025-08-23 12:35:50.665950,183.61.131.251,136.9.200.113,UDP,5233,Benign,0.39573426062897304,None,GB,53.27544522782901,-1.4876475571993768
2025-08-23 12:36:05.665950,60.115.74.122,233.194.138.12,DNS,5689,Benign,0.12962164113869018,None,BR,-12.772771034079236,-53.732514006834556
2025-08-23 12:36:20.665950,223.106.95.91,138.152.176.177,TCP,2521,Attack,0.8814534188454423,DoS,US,38.985850798516,-98.44626946504093
2025-08-23 12:36:35.665950,158.234.129.62,217.10.189.118,HTTP,1243,Benign,0.5823590309336558,None,FR,44.44364592612094,1.7482349817740965
2025-08-23 12:36:50.665950,49.136.91.159,164.38.52.218,HTTP,5936,Benign,0.4262947045624305,None,BR,-12.988557018014427,-52.30967132760941
2025-08-23 12:37:05.665950,124.225.60.248,206.230.55.104,TCP,10137,Benign,0.39985598124016813,None,IN,23.20532077153611,78.82858887571281
2025-08-23 12:37:20.665950,207.47.152.164,129.55.117.132,HTTP,4102,Benign,0.250324034694348,None,IN,21.782519887418513,76.1046998734613
2025-08-23 12:37:35.665950,136.200.249.58,253.29.11.248,UDP,15508,Benign,0.3103084900989438,None,US,38.44471053329279,-97.75334673508807
2025-08-23 12:37:50.665950,101.111.172.62,35.76.179.159,ICMP,2798,Benign,0.28069039865069256,None,DE,60.228375157039174,6.174010196724227
2025-08-23 12:38:05.665950,39.223.57.244,102.234.86.196,ICMP,2113,Attack,0.8917526718841037,WebAttack,ZA,-27.60356582283437,20.749520176275656
2025-08-23 12:38:20.665950,209.98.228.211,52.79.134.22,UDP,4657,Benign,0.275512803994049,None,IN,22.933355760518133,78.54336371058055
2025-08-23 12:38:35.665950,192.43.28.59,221.74.183.225,TCP,4600,Attack,0.9682933633564743,Infiltration,CN,35.017589423144486,97.42134006203322
2025-08-23 12:38:50.665950,71.91.8.127,58.92.191.251,HTTPS,9099,Attack,0.927610421148277,Botnet,GB,52.437085529277404,0.30697460903475227
2025-08-23 12:39:05.665950,220.133.156.186,103.139.6.128,TCP,2643,Benign,0.5119536065957372,None,US,39.100402310392646,-104.75946352954251
2025-08-23 12:39:20.665950,145.143.214.223,251.54.230.106,TCP,14683,Attack,0.7925438014216961,Botnet,ZA,-27.896483639018793,24.908763072694533
2025-08-23 12:39:35.665950,131.20.63.90,62.239.89.232,TCP,23707,Benign,0.3914892077214656,None,IN,18.12348915731043,75.02157213021552
2025-08-23 12:39:50.665950,36.233.228.245,201.232.97.237,UDP,4763,Benign,0.18507090330671436,None,AU,-27.97050957863579,132.5852439278895
2025-08-23 12:40:05.665950,214.61.169.76,77.182.118.36,HTTP,13356,Benign,0.03902337474022872,None,US,41.148868833402545,-97.0426080591517
2025-08-23 12:40:20.665950,170.188.12.11,89.151.171.145,TCP,2110,Attack,0.631196172500542,Infiltration,US,40.597991111605296,-92.00558144156155
2025-08-23 12:40:35.665950,54.15.7.104,130.140.158.93,UDP,11616,Attack,0.9411280834026636,Infiltration,IN,18.674216155272763,79.24935593312206
2025-08-23 12:40:50.665950,59.56.39.237,114.27.187.155,TCP,11359,Benign,0.25676760211170285,None,IN,17.87199105396194,72.95212101540149
2025-08-23 12:41:05.665950,187.129.93.222,143.222.231.207,ICMP,9806,Benign,0.1877322201837734,None,AU,-21.70525751657892,136.66108539790733
2025-08-23 12:41:20.665950,204.137.43.139,33.19.169.140,TCP,4853,Benign,0.5680237657713978,None,US,40.6925110632489,-99.29575521457704
2025-08-23 12:41:35.665950,207.79.80.218,101.200.22.200,HTTP,462,Benign,0.28525837651233243,None,BR,-17.608839659320083,-51.69028003662353
2025-08-23 12:41:50.665950,2.177.139.115,224.111.13.91,UDP,2941,Benign,0.2238921685324218,None,US,36.56593615979426,-96.92641091033715
2025-08-23 12:42:05.665950,90.22.145.62,153.76.246.85,HTTPS,2978,Benign,0.11238740500422803,None,AU,-26.203779931126174,127.12386612928287
2025-08-23 12:42:20.665950,224.112.127.62,109.30.228.240,TCP,2247,Benign,0.1193653108371849,None,JP,38.03210451749408,138.3196105432056
2025-08-23 12:42:35.665950,38.248.238.195,122.106.53.133,TCP,5419,Benign,0.40210256630249896,None,FR,47.6875220052707,0.9709183301419138
2025-08-23 12:42:50.665950,166.194.221.61,141.155.42.89,TCP,3515,Attack,0.5468384419558776,PortScan,IN,23.429196342503047,82.56550471801657
2025-08-23 12:43:05.665950,129.221.172.224,115.98.46.231,HTTPS,2540,Benign,0.011391517907418176,None,CN,32.17412548134801,106.38134129001624
2025-08-23 12:43:20.665950,156.148.121.110,71.165.223.67,HTTPS,2106,Benign,0.17036248133893783,None,US,40.35961672444914,-103.48100576834463
2025-08-23 12:43:35.665950,13.154.99.135,62.108.166.37,TCP,2772,Benign,0.4506898142298487,None,IN,24.164775830803404,82.68787755704714
2025-08-23 12:43:50.665950,22.73.230.181,119.241.85.126,HTTP,12054,Attack,0.834892415483499,DoS,CN,39.23200432619024,105.54857526448063
